Bcl7b
Rnf38
Mnat1
Hsd17b1
Ube2r2
Nop58
Copg2
Trappc4
Sap130
Fam8a1
Thap3
Creb3
Zkscan3
Zkscan4
Ltv1
Bcl10
Klf14
Acox1
Ppox
Fxn
Ipo8
Syf2
Mbtps1
Ndufc1
Armc6
Gdi1
Ppp1r8
Cttnbp2nl
Zfp457
Zfp953
Zfp595
Zfp738
Gm49345
Gnpda1
Wdr77
Ythdf3
Wrnip1
Rhog
Ubc
Klk14
Vmac
Mrps27
Mib2
Rbm8a
Rbm8a2
Fbxo42
Dhrs7b
Taf1d
Ddx20
Hdac2
Rnf115
Elp2
Tnfsf13
Topbp1
Tcp10a
Tcp10b
Drap1
Iqcb1
Smarcal1
Ndufs6
Clpp
Fer
Hax1
Dgat1
Kdm3b
Usf1
Bglap3
Bglap2
Bglap
Atp6v1f
Pex13
Tmub1
Trak1
Gtf2h1
Gja4
Zbtb48
D8Ertd738e
Rlf
AI837181
Prpf40a
Ccnd3
Txndc15
Zfand5
Psme3
Rnf7
Map2k2
Ccdc91
Rpe
Caskin1
Nsmaf
Txnl4a
1700093K21Rik
Scamp1
Fkbpl
Slc38a6
Zfp143
Atxn10
Pfdn5
Tspan10
Polr3c
Zfp438
2210016L21Rik
Aff4
Eif4e3
Zmym6
Cnot4
Etfa
Ammecr1l
Cebpg
Rabgap1
Msl3l2
Abhd10
Smad2
Krit1
Ptpn18
Mrps24
Mrps10
Pex11b
Ergic2
Msh3
Herc4
Ddx52
Zfyve1
Sars2
Gm16381
Gm2001
1600014C10Rik
Gtf2b
Trap1
Tmf1
Cul5
Zfp449
E4f1
Gm5788
Gm8300
Gm4027
Gm2022
Gm2016
Gm21936
Gm21319
BB287469
Gm2035
Gm2075
Gm6803
Gm2056
Gm16368
Gm8332
Gm5662
Gm5039
C330007P06Rik
Tsg101
Papolg
Zfp280c
Leng9
Elac1
Gpatch8
Vrk1
Thoc6
Dap3
Mrpl27
Tmem33
Emd
C1d
Zer1
Pum2
H2afy
Nup153
Ddx55
Zdhhc6
Mrpl1
Ddost
Ufm1
Nlrp6
Clptm1l
Pak1ip1
Ylpm1
Wrn
Lyst
2610507B11Rik
Lrrc42
Sdf2
Eapp
Slc30a9
Snrpd3
Tor1a
Pus7
Mettl14
Sox1
Ascc3
Nip7
Ranbp2
Cpsf6
Mtif3
Ccnh
Ckap5
Rars
Traf6
Entpd2
Dis3l
Nop10
Dpm2
Cul4b
Wdr3
Gart
Ndufs5
Bud13
Crebl2
D11Wsu47e
Vgf
Cct2
Tsc1
Zfp956
Suox
Dnajb14
Higd2a
Ubqln1
Polr3b
Aqr
Rpain
Cbfa2t2
Ppp2r5e
Huwe1
Sox7
Srp14
Cox11
Ftsj1
Eif4e
Uba5
Npw
Tars2
Clec2i
Clec2g
Clec2e
Clec2d
Polr2b
Rpl14
Wdr26
Pdxdc1
Rac1
Prelid1
Tmem88b
1700003F12Rik
Urb2
Ints8
Ddx19a
Kcnk7
Sarnp
Rhot1
Ifnar1
H1fx
Dnajc24
Rae1
Txn1
Krt78
Ercc8
Hgsnat
Tor2a
Ube4b
Mut
Gzf1
Zan
Rdh14
Mrpl20
Helz
Tbxa2r
Top1
Gnl3
Fbxo3
9930104L06Rik
Os9
Aanat
Med6
Heca
Ctr9
Nup214
Arl5b
Ndufa1
Cntrob
Sin3a
Atrn
Aasdh
Nfrkb
Rangrf
Bnip1
Arv1
Tmtc3
Ppp1r10
Prpf40b
Armcx3
Det1
Zc3h15
Yrdc
Brwd1
Alg10b
Pusl1
Gfm2
Cep290
Rbm34
Ddx42
Ndufa2
Smg6
Vps29
Gpr25
Chchd2
Sdr39u1
Eif3m
Smu1
Klhl11
Rp9
Snrpd2
Usp9x
Ecd
Eif2ak2
Wipi2
Ube2v2
Tmem185b
Tceal6
Tceal5
Tceal3
Ctnnbl1
Gpn1
Nsun3
Eif2b2
Ppcs
Snupn
Poldip2
Tbc1d14
Commd9
Dynlrb1
Nkx2-5
Glmn
Dyrk1b
Klk1b8
Klk1b9
Klk1b1
Klk1b11
Klk1b26
Klk1b27
Klk1b21
Klk1b22
Klk1b16
Klk1b3
Klk1b4
Klk1b24
Klk1b5
Klk1
Aprt
Nat10
Pars2
BC025920
Gm45618
Krtap5-2
Gm40460
Srp54a
Srp54b
Srp54c
Pank2
Coil
Setdb2
Hdac8
Wdr75
Acsf3
Ndufb4
Mgat2
Dnajb12
Snrpb
Dnaja2
Znfx1
Supt16
Ppp1cb
Tfcp2
Arl1
Heatr3
Ndufaf1
Ssb
Gtf2a1
Mbd4
Mat2b
Crtc1
Egln1
Nol7
Zbtb8os
Ippk
0610037L13Rik
Ttc24
Bckdha
Xpo5
Tbca
Mfap1b
Mfap1a
Rnf20
Cox7c
Dhx8
Dpep1
Hgs
Dhx29
Parp11
Mrfap1
Tmem115
Slc10a7
Retn
C1qbp
Pcdhga7
Hddc3
Mapk1ip1
Mapk1ip1l
Fgfr1op
Tbc1d23
Tmem126b
Ep300
Rab1a
Iah1
Dnttip1
Csnk1a1
Zfp207
Hnrnpd
Rpusd2
Mfn2
Mettl5
Duxbl1
Duxbl2
Duxbl3
Med4
Hnrnpc
Ap3d1
Actr2
Denr
Pop7
Gm42421
Pms2
Golph3
Zbtb9
Dhx9
Tbc1d17
Nono
Mettl4
Eif2b1
Fastk
Usp33
Thap1
Psmd8
Six5
Cct3
Tcp10c
Mphosph8
Dnm1l
Ppig
Foxn1
Smarcad1
Riok1
Pin4
Rps6kb1
Ndufa5
Wdr41
Serf1
Utp18
Tyw3
Cebpd
Mrpl33
Vamp2
Coq2
Hdac10
Fam104a
Prkar1a
Lmf2
Cct8
Rbm25
Bcl7c
Copb1
Dhx36
Ccdc61
St6galnac4
Wfdc10
Slc30a5
Prpf8
Ppp6c
Lysmd1
Zfp512
Sco1
Pgrmc2
Pa2g4
Snurf
Gm38393
Qrich1
Ptov1
Manbal
Ing2
Slc39a9
Pex19
Supt7l
Rpp21
Mrps17
Utp14b
G6pdx
G6pd2
Setx
Myef2
Ube2j2
Pex14
Ptcd1
Lsm1
Aggf1
Rab14
Sf3b3
Phf14
Zfp74
Rrp1b
Ints7
Ripk4
Ttc37
2610021A01Rik
Gm28360
Gm28168
Gm7145
Cdk7
Mafa
Ankrd13c
Agpat5
Spint3
Hus1
Rrp9
Tmpo
Tiprl
Ngrn
Acbd6
Ctsb
Myl6b
Esf1
Nkx1-2
Dusp28
Cpsf1
Nup88
Prr3
Rnf113a1
Fastkd3
Yipf4
Rab5a
Tpra1
Nf1
Gpx4
Gcc2
Ccdc59
Nxt1
Kin
Psmc5
Tsn
Sec63
Lsm6
Col4a3bp
Tex10
Birc2
Snapc5
Maea
Gtf2h3
Taf5l
Rsf1
Trmt6
Eid3
Dstyk
Zkscan6
Dbt
Dars2
Slc4a1ap
Dmxl2
Eif1ax
Bag5
Mmadhc
Gorasp2
Gfi1b
Mixl1
Brms1l
Cpsf3
Prkdc
H2afb2
H2afb1
H2afb3
Cul1
Ythdf2
Ints2
Acot2
Acot1
Gm49366
Acot3
Acot5
Elavl1
Nipa2
Dstn
Aftph
Cxcl17
Spin1
Psma6
Dtd1
Taf2
Ppp2r5c
Dusp15
Aplp2
Tmem87b
Ipmk
Mrpl22
Nrl
Sesn1
Eid1
Polr1b
Acd
Dkc1
Prcc
Chd8
Edf1
Plaa
Gps2
Eif3i
Psmb7
Scyl2
Zfp526
Mrpl35
Olfr796
Rnf31
Topors
Commd7
Leo1
Btnl2
Trappc5
Mkrn2
A430005L14Rik
Eif3c
Ddx27
Nup62
Rab10
Kpna3
Mmaa
Nsd1
Rap2c
Cstf2
Foxc2
Sec22a
Lig3
Tnfrsf13c
Mrpl10
Ssu72
Bex4
Cisd3
Tceal8
Cir1
Pnpla8
Vsx1
Rab12
Trmt11
Slc25a36
Gdap2
Trp53rka
Trp53rkb
Chchd3
Ccdc137
Cox16
Gpn2
Wdr89
Pias1
Stk11
Sec23ip
Pwp1
Fgfbp3
Snap29
2310011J03Rik
Pura
Rsl1d1
Serinc1
Creb3l1
Ywhae
Med9
Lefty2
Lefty1
Gna11
Vezt
Atad3a
Zfp41
Apba3
Chpt1
Gpr180
Srr
Zfp277
Fbxl8
Bud31
Rab2b
Rasgrp4
Hmg20a
Htra2
Gak
Ap1m1
Ttc4
Dclre1a
Dyrk1a
Grwd1
Cby3
F8a
Trim33
Snf8
Usp24
Oaz1
Hmx3
Pus3
Caprin1
Slc35b4
Senp8
Jund
Mrps26
Copz1
Armcx1
Mul1
Gorasp1
Snrnp27
Rnmt
Rhpn1
Casp3
Zfp574
Bdp1
Tlx2
Lonp2
Vps8
Sap18
Sap18b
Mif
Zfp39
Xpnpep1
Drg2
Tm2d2
Gpr89
Wdsub1
Zdhhc8
Atrip
Clint1
Imp3
Fkbp8
Kctd14
Tnfrsf18
Xrn2
Rrp1
Taf7
Dnajc7
Spast
Psmd1
Zfp410
Pstk
Polr2h
Paip1
Arf4
Srrd
Zbtb33
Mars
Lrrc40
Vps11
Nufip2
Mef2d
N4bp2l2
Llph
B4galt5
Snrpb2
Dnajc14
Rnf11
Vps33a
Api5
Artn
Fastkd2
Ss18l2
Ssrp1
Add1
Mxd1
Ankrd17
Ggn
Chmp1a
Eif6
Pbp2
Snx13
Rbak
Ctu2
Gosr1
Tsfm
Atf2
Birc6
Chmp1b
Mtor
Hspa5
Ydjc
Ndufb6
Asb12
Dhx35
Nkap
Slu7
Pspc1
Brf1
Zfp318
Tspan3
Mrpl3
Crnkl1
Zmym5
Taf9
Ak6
Cggbp1
Naif1
Rnf207
Acadsb
Zhx1
Itsn1
Anapc7
Pinx1
Mpv17l
Nomo1
Socs3
Cul9
L2hgdh
Pes1
Alg9
Rpap1
Psmd3
Klhdc2
Sf3a3
Ddx1
Zfp598
Exoc4
Nr2c2
Mrps23
Uprt
Btbd6
Zfp445
Ubl4a
Utp3
Chrnb1
Appl1
Med26
Ciz1
Cryzl1
Smyd5
Supv3l1
Flywch2
Dhx16
Dr1
Tcf23
Ube2l3
Faf1
Sgsm3
Zfp819
Cdc42bpb
Ip6k1
Mfsd8
Ufsp1
R3hdml
Cebpz
Zfp830
Dnaja1
Eif2ak4
Sptlc1
Tsen2
Taf1
Lemd3
Csnk2a2
Tcf25
Ranbp1
Dct
Trpc1
Vapa
Rnf10
Rnpepl1
Arih1
Exog
Guf1
Mrpl45
Ubb
Pitpnb
Zfp182
Mrpl39
Krr1
Kdelr1
Rpap3
Nle1
Hnf1a
Nme4
Zfp148
Edem3
N4bp1
Gnpat
Zfp770
Morc3
Hexim2
Anapc10
Ctbp1
Vps72
Tssc4
Ncbp1
Ddx6
Snapc3
Mier1
Lrpprc
Parg
Trim25
Usp39
Prm3
Scnm1
Cltc
Ap1g1
Irf2bp1
Etnk1
Tmem222
Elp3
Palb2
Dusp11
Nae1
Tm9sf4
Usp10
Sympk
Lta4h
M6pr
Ndufs4
A130010J15Rik
Dennd5b
Zfp703
Pde12
Csf3r
Pcdhb16
Siah1b
Siah1a
Mon1a
Alox12b
Epm2aip1
Timm10
Prdm4
Sec24b
Mrpl50
1700037C18Rik
Zmym2
Tfr2
Med31
Smyd4
Trappc3
1700066M21Rik
Atg12
Crcp
Prpf4b
Cdh22
Taok1
Tsnax
Cand1
Vps26a
Prnp
Armc1
Zdhhc7
Aptx
Esd
Ubox5
Gfra4
Mocs2
Cept1
Tra2b
Golga5
Rpa1
Pank3
Ttf1
Uck1
Ccdc124
Exoc8
Numb
Rprd2
Ints6
Zfpm1
Eif2s1
Dut
Npepps
Tmem170b
Spire1
Tmem135
Tox4
Plekha3
Mtfmt
Rwdd3
Tmem43
Wdr25
Ube3a
Wdr44
Foxr1
Foxb1
Gnl2
Pla2g12a
2310057M21Rik
Dnajc9
Commd10
Oxsr1
Nsun2
Trim23
Dnlz
Vapb
Gtpbp3
Spg7
Tsr2
Snx11
Wbp4
Eif1b
Pelo
Pdhx
Ctdp1
Pcif1
Cdc14b
Wdr12
Psmd11
Vps16
Trappc9
Cdkn2aip
Zfp777
Brd9
Zfp654
Srp72
Pnma1
Vps28
Zmynd8
Phf6
Pard6a
Wdr48
Zc3h7a
Thrap3
Tbkbp1
Dpm1
Gm20716
Ddx28
Zfp791
Gm32717
Gm32802
Gm9040
Gm9044
Gm9045
Gm9046
Gm9048
Gm9049
Sec22b
Ifnar2
Psmc6
Thumpd1
3110001I22Rik
Atrx
Zswim1
Twistnb
Gm7075
Prkra
Adsl
Trim52
Apex1
Suz12
Psmd4
4930453N24Rik
Mmp19
Upf3b
Pi4kb
Slc24a5
Mars2
Timm50
Smarca2
Mum1
Gabpb1
Glo1
Ss18l1
Ext2
Rpp30
Rtn4ip1
Chmp7
Ints5
Fbxo38
Fam160b1
Zmat2
Pard6g
Fosl1
Cep120
Tm9sf3
Lars
Smndc1
Atad1
Exosc4
Sel1l
Exosc1
8030462N17Rik
Ganab
Ndfip1
Poll
Lsm14b
Ddb1
Fbxl15
Srfbp1
Hps6
Sox18
Ndufb7
Psmg2
Tbl2
Tmlhe
Msln
Mipol1
Snx2
Adrm1
Aspscr1
Hnrnpul2
Trp53bp1
Prrc1
Ppp1ca
Rrh
Kif20a
Gtf2f1
Gmeb2
Minpp1
Adal
Sf3b2
Xpo7
Sac3d1
Scyl1
Srp9
Snapc2
Phf1
Wdr55
Pias2
Cwf19l1
Phox2a
Ccs
Rbm17
Eif1a
Pcgf6
Xrcc5
Rab1b
Zgpat
Rpusd1
Txnl1
Tut1
Ythdf1
Trub1
Ddx24
Psmd14
Ogfr
Gm6563
Gps1
Lrrc47
1700021F05Rik
Klc4
Tigd3
Psma7
Fam122a
Smarcb1
Afg3l2
Galk1
Cbwd1
Bhlhe23
Ndufs8
Cdc34
Jak2
Matr3
Gm4559
Tk2
